"dataset.id","dataset.title","dataset.slug","dataset.url","dataset.organization","dataset.organization_id","dataset.license","dataset.private","id","url","title","description","filetype","format","mime","filesize","checksum.type","checksum.value","created_at","modified","downloads"
"608958c983b331618ffc97f9","Données de laboratoires pour le dépistage, focus par niveau scolaire","donnees-de-laboratoires-pour-le-depistage-focus-par-niveau-scolaire","https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-pour-le-depistage-focus-par-niveau-scolaire/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"92dd4589-7bb9-4f22-889b-a79de3155358","https://static.data.gouv.fr/resources/donnees-de-laboratoires-pour-le-depistage-focus-par-niveau-scolaire/20220313-190031/sp-18ans-fra-2022-03-13-19h00.csv","sp-18ans-fra-2022-03-13-19h00.csv","SIDEP - Indicateurs nationaux - Niveaux scolaires","file","csv","text/csv",22373,"sha1","485cb799787e477ee634bdf07c6ab881fffb76e1","2021-04-29T11:09:45.248000","2022-03-13T19:00:31.229000",4
"608958c983b331618ffc97f9","Données de laboratoires pour le dépistage, focus par niveau scolaire","donnees-de-laboratoires-pour-le-depistage-focus-par-niveau-scolaire","https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-pour-le-depistage-focus-par-niveau-scolaire/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"52c5d780-5ecb-4b6f-980d-de0e34e3e65f","https://static.data.gouv.fr/resources/donnees-de-laboratoires-pour-le-depistage-focus-par-niveau-scolaire/20220313-190031/sp-18ans-reg-2022-03-13-19h00.csv","sp-18ans-reg-2022-03-13-19h00.csv","SIDEP - Indicateurs régionaux - Niveaux scolaires","file","csv","text/csv",441124,"sha1","2816b670164b9b01bc7b7d86b2af84c9feea1956","2021-04-29T11:09:26.739000","2022-03-13T19:00:31.389000",0
"608958c983b331618ffc97f9","Données de laboratoires pour le dépistage, focus par niveau scolaire","donnees-de-laboratoires-pour-le-depistage-focus-par-niveau-scolaire","https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-pour-le-depistage-focus-par-niveau-scolaire/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"c0f59f00-3ab2-4f31-8a05-d317b43e9055","https://static.data.gouv.fr/resources/donnees-de-laboratoires-pour-le-depistage-focus-par-niveau-scolaire/20220313-190033/sp-18ans-dep-2022-03-13-19h00.csv","sp-18ans-dep-2022-03-13-19h00.csv","SIDEP - Indicateurs départementaux - Niveaux scolaires","file","csv","text/csv",2249425,"sha1","f559564eea27196464459a5939ef2dcbe66770ce","2021-04-29T11:08:46.779000","2022-03-13T19:00:33.309000",0
"6045e56d7a1eafe5448eaa62","Données de laboratoires pour le dépistage : Indicateurs sur les variants","donnees-de-laboratoires-pour-le-depistage-indicateurs-sur-les-variants","https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-pour-le-depistage-indicateurs-sur-les-variants/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"c43d7f3f-c9f5-436b-9b26-728f80e0fd52","https://static.data.gouv.fr/resources/donnees-de-laboratoires-pour-le-depistage-indicateurs-sur-les-variants/20210609-190524/sp-variant-7j-fra-2021-06-09-19h05.csv","sp-variant-7j-fra-2021-06-09-19h05.csv","Indicateurs variants - semaine glissante - france","file","csv","text/csv",88402,"sha1","549bc1d58fb9a53b08016f677b002571e2647f08","2021-03-08T10:25:28.332000","2021-06-09T19:05:24.590000",149
"6045e56d7a1eafe5448eaa62","Données de laboratoires pour le dépistage : Indicateurs sur les variants","donnees-de-laboratoires-pour-le-depistage-indicateurs-sur-les-variants","https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-pour-le-depistage-indicateurs-sur-les-variants/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"73e8851a-d851-43f8-89e4-6178b35b7127","https://static.data.gouv.fr/resources/donnees-de-laboratoires-pour-le-depistage-indicateurs-sur-les-variants/20210609-190523/sp-variant-7j-reg-2021-06-09-19h05.csv","sp-variant-7j-reg-2021-06-09-19h05.csv","Indicateurs variants - semaine glissante - région","file","csv","text/csv",1536543,"sha1","b61a613d94f9f755711e4b70d1011a1c6bc924f9","2021-03-08T10:24:56.321000","2021-06-09T19:05:23.794000",16
"6045e56d7a1eafe5448eaa62","Données de laboratoires pour le dépistage : Indicateurs sur les variants","donnees-de-laboratoires-pour-le-depistage-indicateurs-sur-les-variants","https://www.data.gouv.fr/fr/datasets/donnees-de-laboratoires-pour-le-depistage-indicateurs-sur-les-variants/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"16f4fd03-797f-4616-bca9-78ff212d06e8","https://static.data.gouv.fr/resources/donnees-de-laboratoires-pour-le-depistage-indicateurs-sur-les-variants/20210609-190522/sp-variant-7j-dep-2021-06-09-19h05.csv","sp-variant-7j-dep-2021-06-09-19h05.csv","Indicateurs variants - semaine glissante - département","file","csv","text/csv",7592697,"sha1","28a0b78dfb83e32e5ce1824ad543e2d3c39eea3e","2021-03-08T10:22:20.038000","2021-06-09T19:05:22.578000",91
"5ec29690e2e5bc38ffc5aae7","Données de certification électronique des décès associés au COVID-19 (CEPIDC)","donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc","https://www.data.gouv.fr/fr/datasets/donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"d0420516-e193-4c57-a68f-5b082345b439","https://static.data.gouv.fr/resources/donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc/20200518-185624/covid-cedc-sex-quot.csv","covid-cedc-sex-quot.csv","Nombre cumulé de décès associés au Covid-19 par sexe et par département.","file","csv","text/csv",445302,"sha1","cf79364cfec3801aaeaff4d260cb840c6743bb78","2020-05-18T18:56:24.925000","2020-05-18T18:57:19.098000",434
"5ec29690e2e5bc38ffc5aae7","Données de certification électronique des décès associés au COVID-19 (CEPIDC)","donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc","https://www.data.gouv.fr/fr/datasets/donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"b09da629-e48a-4baa-8d43-9ae28b3248da","https://static.data.gouv.fr/resources/donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc/20200518-185536/covid-cedc-quot.csv","covid-cedc-quot.csv","Nombre cumulé de décès par âge par région.","file","csv","text/csv",324843,"sha1","66d8217230c3226c7d40395092cb83ef83b8a1df","2020-05-18T18:55:37.153000","2020-05-18T19:00:08.509000",200
"5ec29690e2e5bc38ffc5aae7","Données de certification électronique des décès associés au COVID-19 (CEPIDC)","donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc","https://www.data.gouv.fr/fr/datasets/donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"f0cf797f-5506-4ef0-b1f8-7979c2b7efc0","https://static.data.gouv.fr/resources/donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc/20200518-184950/covid-cedc-certif.csv","covid-cedc-certif.csv","Nombre cumulé d’établissements ou médecins non affiliés ayant certifié au moins 1 décès associé au Covid-19 par région.","file","csv","text/csv",131170,"sha1","0d0898ef0d0191ed0053f12cbc11532f630e440a","2020-05-18T18:49:50.938000","2020-05-18T19:01:38.482000",23
"5ec29690e2e5bc38ffc5aae7","Données de certification électronique des décès associés au COVID-19 (CEPIDC)","donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc","https://www.data.gouv.fr/fr/datasets/donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"2acb510e-1619-4d5e-8e33-6abd5b4be455","https://static.data.gouv.fr/resources/donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc/20200518-161007/metadata-classe-d-age.csv","metadata-classe-d-age.csv","Description des classes d'âge. ","file","csv","text/csv",182,"sha1","4d9ee6ea26c2dc24c6a0e7cefeab2b3e5cd1cfd3","2020-05-18T16:10:07.188000","2020-05-18T16:10:26.652000",92
"5ec29690e2e5bc38ffc5aae7","Données de certification électronique des décès associés au COVID-19 (CEPIDC)","donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc","https://www.data.gouv.fr/fr/datasets/donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"786531ae-2359-4f2c-8fcf-85a0edb086bd","https://static.data.gouv.fr/resources/donnees-de-certification-electronique-des-deces-associes-au-covid-19-cepidc/20200518-160942/metadata-cepidc.csv","metadata-cepidc.csv","Description des métadonnées. ","file","csv","text/csv",520,"sha1","8d0332f2e30c8589d54d9b654280f2920aa2d739","2020-05-18T16:09:42.394000","2020-05-18T16:10:01.373000",57
"5ed11705afd28672e40fbc2f","Capacité analytique de tests virologiques dans le cadre de l'épidémie COVID-19","capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19","https://www.data.gouv.fr/fr/datasets/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"feb70fe7-482e-4429-b5a3-677f70859bbb","https://static.data.gouv.fr/resources/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/20201021-094719/sidep-note-methodo-270820.pdf","sidep-note-methodo-270820.pdf","","file","pdf","application/pdf",418200,"sha1","525806ddf75a26bd9255d306e20ff5fe206212a6","2020-10-21T09:47:19.897000","2020-10-21T09:47:23.186000",8
"5ed11705afd28672e40fbc2f","Capacité analytique de tests virologiques dans le cadre de l'épidémie COVID-19","capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19","https://www.data.gouv.fr/fr/datasets/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"8737e372-29f8-4d00-a7cc-6e7636d83326","https://static.data.gouv.fr/resources/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/20201021-094711/faq-geodes-sidep-250920.pdf","faq-geodes-sidep-250920.pdf","","file","pdf","application/pdf",321851,"sha1","d87300836b4b88c5a48171625232fcc575c16653","2020-10-21T09:47:11.515000","2020-10-21T09:47:14.551000",3
"5ed11705afd28672e40fbc2f","Capacité analytique de tests virologiques dans le cadre de l'épidémie COVID-19","capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19","https://www.data.gouv.fr/fr/datasets/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"e7dfed9b-21f3-48ac-b9ff-9ba7866f6ae4","https://static.data.gouv.fr/resources/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/20220313-190122/sp-capa-heb-fra-2022-03-13-19h01.csv","sp-capa-heb-fra-2022-03-13-19h01.csv","Capacité analytique par semaine à l'échelle nationale.","file","csv","text/csv",2730,"sha1","1d58ad94260e2b87f65c3520d016c684ac8de81b","2020-05-29T18:50:21.027000","2022-03-13T19:01:22.341000",46
"5ed11705afd28672e40fbc2f","Capacité analytique de tests virologiques dans le cadre de l'épidémie COVID-19","capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19","https://www.data.gouv.fr/fr/datasets/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"c96f861d-7ec4-4725-859a-b2b62f66c7f8","https://static.data.gouv.fr/resources/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/20220313-190121/sp-capa-heb-reg-2022-03-13-19h01.csv","sp-capa-heb-reg-2022-03-13-19h01.csv","Capacité analytique par semaine par département.","file","csv","text/csv",49935,"sha1","7f4048787d8f44a80ef0ff769fc38400ab6e0c04","2020-05-29T18:50:20.828000","2022-03-13T19:01:22.033000",6
"5ed11705afd28672e40fbc2f","Capacité analytique de tests virologiques dans le cadre de l'épidémie COVID-19","capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19","https://www.data.gouv.fr/fr/datasets/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"21ff3134-c37c-41ef-bb3d-fbea5f6d4a28","https://static.data.gouv.fr/resources/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/20220313-190120/sp-capa-quot-fra-2022-03-13-19h01.csv","sp-capa-quot-fra-2022-03-13-19h01.csv","Capacité analytique par jour par région.","file","csv","text/csv",19913,"sha1","a54e74574ed8cf28126dbd34289519cda4f603bb","2020-05-29T18:50:20.725000","2022-03-13T19:01:20.649000",26
"5ed11705afd28672e40fbc2f","Capacité analytique de tests virologiques dans le cadre de l'épidémie COVID-19","capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19","https://www.data.gouv.fr/fr/datasets/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"0c230dc3-2d51-4f17-be97-aa9938564b39","https://static.data.gouv.fr/resources/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/20220313-190118/sp-capa-quot-reg-2022-03-13-19h01.csv","sp-capa-quot-reg-2022-03-13-19h01.csv","Capacité analytique par jour par département.","file","csv","text/csv",369303,"sha1","854a655b9062c21a77a86d946feaab8edc01b1f3","2020-05-29T18:50:20.717000","2022-03-13T19:01:18.505000",38
"5ed11705afd28672e40fbc2f","Capacité analytique de tests virologiques dans le cadre de l'épidémie COVID-19","capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19","https://www.data.gouv.fr/fr/datasets/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/","Santé publique France","5e721a395d57f93d0bed451f","Licence Ouverte / Open Licence version 2.0",False,"44b46964-8583-4f18-b93f-80fefcbf3b74","https://static.data.gouv.fr/resources/capacite-analytique-de-tests-virologiques-dans-le-cadre-de-lepidemie-covid-19/20220313-190118/sp-capa-quot-dep-2022-03-13-19h01.csv","sp-capa-quot-dep-2022-03-13-19h01.csv","Capacité analytique par jour à l'échelle nationale.","file","csv","text/csv",1795298,"sha1","67f778e4837fc62dd56984f31d975d1f207b17cc","2020-05-29T18:50:20.582000","2022-03-13T19:01:18.877000",22
